"city","season","method","n","mean_crps","median_crps","sd_crps","crps_improvement_pct"
"Amsterdam","autumn","EMOS",1047,1.15758916191576,0.807848072978281,1.06328514839425,17.5207739711946
"Amsterdam","autumn","QR",1047,1.20783023550413,0.884683763420097,1.10549306057997,13.9410541528378
"Amsterdam","autumn","RAW",1056,1.40349178532723,1.02945738088393,1.31753798393431,0
"Amsterdam","autumn","RAW",1056,1.40349178532723,1.02945738088393,1.31753798393431,0
"Amsterdam","autumn","RF",1047,1.11321540796542,0.749697457167419,0.983737188891884,20.6824422056827
"Amsterdam","spring","EMOS",1024,1.38821881221592,1.10322442795582,1.14605857258998,22.9349409866887
"Amsterdam","spring","QR",1024,1.4168252555062,1.13161572097299,1.14655416475373,21.3468936119323
"Amsterdam","spring","RAW",1063,1.80135956552779,1.47323962884399,1.40418602751568,0
"Amsterdam","spring","RAW",1063,1.80135956552779,1.47323962884399,1.40418602751568,0
"Amsterdam","spring","RF",1024,1.35232903533736,0.97272274930478,1.1878212358238,24.9273126133961
"Amsterdam","summer","EMOS",964,1.54336241551974,1.18895165911225,1.34244127234409,22.6011298523301
"Amsterdam","summer","QR",964,1.56309237681197,1.2338536630469,1.33609963640504,21.6116819451377
"Amsterdam","summer","RAW",972,1.9940373968963,1.70835336969992,1.54158297792003,0
"Amsterdam","summer","RAW",972,1.9940373968963,1.70835336969992,1.54158297792003,0
"Amsterdam","summer","RF",964,1.4651015519482,1.1125994065132,1.26545757378892,26.5258738763568
"Amsterdam","winter","EMOS",809,1.05995014094155,0.71026966372556,1.08346521152175,19.553486041936
"Amsterdam","winter","QR",809,1.08810525697913,0.757328115871679,1.08249603147009,17.4166110628014
"Amsterdam","winter","RAW",815,1.31758368236328,1.00427654370953,1.31977128418062,0
"Amsterdam","winter","RAW",815,1.31758368236328,1.00427654370953,1.31977128418062,0
"Amsterdam","winter","RF",809,1.07941103573416,0.743250496797996,1.08585446913583,18.0764720918464
"Rotterdam","autumn","EMOS",1047,1.93359819823303,1.3243169392791,1.79465482613747,27.1729286825565
"Rotterdam","autumn","QR",1047,2.00344187694035,1.3893283710662,1.83339417939713,24.5423353281881
"Rotterdam","autumn","RAW",1056,2.6550541759461,2.14812311330678,2.08985923318513,0
"Rotterdam","autumn","RAW",1056,2.6550541759461,2.14812311330678,2.08985923318513,0
"Rotterdam","autumn","RF",1047,1.86061994039986,1.21537068674897,1.71139023501054,29.9215828717752
"Rotterdam","spring","EMOS",1024,2.75041174515512,2.3604353694568,1.90949707476042,18.2257450708747
"Rotterdam","spring","QR",1024,2.78505651799435,2.35939083056741,1.9242630966798,17.1956991182615
"Rotterdam","spring","RAW",1063,3.36342012230981,2.95655730308029,2.20991849129656,0
"Rotterdam","spring","RAW",1063,3.36342012230981,2.95655730308029,2.20991849129656,0
"Rotterdam","spring","RF",1024,2.66526870420876,2.22373714708325,1.94181193690479,20.7571874078461
"Rotterdam","summer","EMOS",964,3.13501912370492,2.84856355243116,2.31740974078106,15.6784268934342
"Rotterdam","summer","QR",964,3.20326807241466,2.90975520924892,2.32248414984248,13.8427574793116
"Rotterdam","summer","RAW",972,3.71793244386329,3.40577631391467,2.55660763017226,0
"Rotterdam","summer","RAW",972,3.71793244386329,3.40577631391467,2.55660763017226,0
"Rotterdam","summer","RF",964,3.07525935066891,2.63005982418806,2.2844788490938,17.2857657555119
"Rotterdam","winter","EMOS",809,1.25567221542079,0.882399299434187,1.12083312494323,33.8010193383281
"Rotterdam","winter","QR",809,1.29548012280739,0.905067480327864,1.14906421655049,31.7023483166204
"Rotterdam","winter","RAW",815,1.89681503079066,1.53346143782284,1.5996779375906,0
"Rotterdam","winter","RAW",815,1.89681503079066,1.53346143782284,1.5996779375906,0
"Rotterdam","winter","RF",809,1.26226908958575,0.944329237337581,1.0602821819691,33.453232439876
