"city","season","method","n","mean_crps","median_crps","sd_crps","crps_improvement_pct"
"Amsterdam","autumn","EMOS",1056,0.858467476430045,0.561001603794645,0.894056040547285,38.8334520084213
"Amsterdam","autumn","QR",1056,0.890663820546461,0.561974800901104,0.946876090820876,36.5394347257402
"Amsterdam","autumn","RAW",1056,1.40349178532723,1.02945738088393,1.31753798393431,0
"Amsterdam","autumn","RAW",1056,1.40349178532723,1.02945738088393,1.31753798393431,0
"Amsterdam","autumn","RF",1056,0.858707656546616,0.605302511120575,0.775335150964071,38.8163389679973
"Amsterdam","spring","EMOS",1033,0.862596650447673,0.552057546723694,0.90210889620581,52.1141327386829
"Amsterdam","spring","QR",1033,0.887305855457998,0.553166520849511,0.939643982933308,50.7424351896106
"Amsterdam","spring","RAW",1063,1.80135956552779,1.47323962884399,1.40418602751568,0
"Amsterdam","spring","RAW",1063,1.80135956552779,1.47323962884399,1.40418602751568,0
"Amsterdam","spring","RF",1033,0.850936410050727,0.566500402075538,0.820374887272434,52.7614349553023
"Amsterdam","summer","EMOS",972,0.883982521914215,0.565654341754628,0.961082571708068,55.6687089575087
"Amsterdam","summer","QR",972,0.903012928916465,0.560238507035573,0.996202268394032,54.7143433557466
"Amsterdam","summer","RAW",972,1.9940373968963,1.70835336969992,1.54158297792003,0
"Amsterdam","summer","RAW",972,1.9940373968963,1.70835336969992,1.54158297792003,0
"Amsterdam","summer","RF",972,0.859666663418007,0.59845618501909,0.79253288166659,56.888137366126
"Amsterdam","winter","EMOS",815,0.814476129559428,0.51943995005725,0.951232532734125,38.184106219459
"Amsterdam","winter","QR",815,0.843605941633717,0.550140614911388,0.959662573203442,35.9732552151386
"Amsterdam","winter","RAW",815,1.31758368236328,1.00427654370953,1.31977128418061,0
"Amsterdam","winter","RAW",815,1.31758368236328,1.00427654370953,1.31977128418061,0
"Amsterdam","winter","RF",815,0.921547245329005,0.642681371589731,0.9160609824204,30.0577824646346
"Rotterdam","autumn","EMOS",1056,1.12420116576347,0.713452087369231,1.11827780234492,57.6580705603541
"Rotterdam","autumn","QR",1056,1.18025201717312,0.746471771797286,1.23487073454718,55.5469704586142
"Rotterdam","autumn","RAW",1056,2.6550541759461,2.14812311330678,2.08985923318513,0
"Rotterdam","autumn","RAW",1056,2.6550541759461,2.14812311330678,2.08985923318513,0
"Rotterdam","autumn","RF",1056,1.07292561270556,0.743508614085302,0.940270386826637,59.5893137539
"Rotterdam","spring","EMOS",1033,1.23138460007374,0.882784212994669,1.15271665098894,63.3889149944168
"Rotterdam","spring","QR",1033,1.27063931407707,0.897077970628006,1.21748896928433,62.2218079255451
"Rotterdam","spring","RAW",1063,3.36342012230981,2.95655730308029,2.20991849129655,0
"Rotterdam","spring","RAW",1063,3.36342012230981,2.95655730308029,2.20991849129655,0
"Rotterdam","spring","RF",1033,1.15150924290945,0.803427162544874,1.01200730657064,65.7637404476651
"Rotterdam","summer","EMOS",972,1.40821368138011,1.01638118020196,1.24158607749338,62.1237420893846
"Rotterdam","summer","QR",972,1.4325481578819,0.989217382119619,1.32142716229815,61.4692257185463
"Rotterdam","summer","RAW",972,3.7179324438633,3.40577631391467,2.55660763017226,0
"Rotterdam","summer","RAW",972,3.7179324438633,3.40577631391467,2.55660763017226,0
"Rotterdam","summer","RF",972,1.26167927068475,0.916147476608918,1.05799213969214,66.0650296976956
"Rotterdam","winter","EMOS",815,0.940064044112263,0.628991097708829,0.944266810633347,50.4398674170981
"Rotterdam","winter","QR",815,0.961741299981702,0.624259198243901,0.995714212250732,49.2970434981837
"Rotterdam","winter","RAW",815,1.89681503079066,1.53346143782284,1.5996779375906,0
"Rotterdam","winter","RAW",815,1.89681503079066,1.53346143782284,1.5996779375906,0
"Rotterdam","winter","RF",815,0.95352128550101,0.65887569281691,0.822864964761605,49.7304022784157
