"city","method","threshold","cost_loss_ratio","pev"
"Amsterdam","RF",20,0.13,0.751771374586679
"Amsterdam","RF",20,0.15,0.721394037066882
"Amsterdam","RF",20,0.17,0.704695494305991
"Amsterdam","RF",20,0.19,0.686326737696601
"Amsterdam","RF",20,0.21,0.664556962025316
"Amsterdam","RF",20,0.23,0.63654154065113
"Amsterdam","RF",20,0.25,0.614155251141553
"Amsterdam","RF",20,0.27,0.599502720960781
"Amsterdam","RF",20,0.29,0.589861084314104
"Amsterdam","RF",20,0.31,0.572116339090728
"Amsterdam","RF",20,0.33,0.565068493150685
"Amsterdam","RF",20,0.35,0.541359325605901
"Amsterdam","RF",20,0.37,0.514079147640791
"Amsterdam","RF",20,0.39,0.508870424432966
"Amsterdam","RF",20,0.41,0.478813559322034
"Amsterdam","RF",20,0.43,0.459204518144677
"Amsterdam","RF",20,0.45,0.459838107098381
"Amsterdam","RF",20,0.47,0.433574567071595
"Amsterdam","RF",20,0.49,0.417069567553049
"Amsterdam","RAW",20,0.01,-3.94244604316547
"Amsterdam","RAW",20,0.03,-0.726618705035971
"Amsterdam","RAW",20,0.05,-0.0437188710570004
"Amsterdam","RAW",20,0.07,0.257016364930034
"Amsterdam","RAW",20,0.09,0.295988258317025
"Amsterdam","RAW",20,0.11,0.287363398491612
"Amsterdam","RAW",20,0.13,0.282239017477563
"Amsterdam","RAW",20,0.15,0.273166800966962
"Amsterdam","RAW",20,0.17,0.263987456676019
"Amsterdam","RAW",20,0.19,0.254693049213597
"Amsterdam","RAW",20,0.21,0.245274839604647
"Amsterdam","RAW",20,0.23,0.237769080234834
"Amsterdam","RAW",20,0.25,0.226027397260274
"Amsterdam","RAW",20,0.27,0.219975605179208
"Amsterdam","RAW",20,0.29,0.217200463052286
"Amsterdam","RAW",20,0.31,0.205529084772682
"Amsterdam","RAW",20,0.33,0.204252709057453
"Amsterdam","RAW",20,0.35,0.197839831401475
"Amsterdam","RAW",20,0.37,0.193248532289628
"Amsterdam","RAW",20,0.39,0.187570177408489
"Amsterdam","RAW",20,0.41,0.181100534014395
"Amsterdam","RAW",20,0.43,0.177841864936314
"Amsterdam","RAW",20,0.45,0.174346201743462
"Amsterdam","RAW",20,0.47,0.167162057379168
"Amsterdam","RAW",20,0.49,0.16310770883696
"Amsterdam","RAW",20,0.01,-3.94244604316547
"Amsterdam","RAW",20,0.03,-0.726618705035971
"Amsterdam","RAW",20,0.05,-0.0437188710570004
"Amsterdam","RAW",20,0.07,0.257016364930034
"Amsterdam","RAW",20,0.09,0.295988258317025
"Amsterdam","RAW",20,0.11,0.287363398491612
"Amsterdam","RAW",20,0.13,0.282239017477563
"Amsterdam","RAW",20,0.15,0.273166800966962
"Amsterdam","RAW",20,0.17,0.263987456676019
"Amsterdam","RAW",20,0.19,0.254693049213597
"Amsterdam","RAW",20,0.21,0.245274839604647
"Amsterdam","RAW",20,0.23,0.237769080234834
"Amsterdam","RAW",20,0.25,0.226027397260274
"Amsterdam","RAW",20,0.27,0.219975605179208
"Amsterdam","RAW",20,0.29,0.217200463052286
"Amsterdam","RAW",20,0.31,0.205529084772682
"Amsterdam","RAW",20,0.33,0.204252709057453
"Amsterdam","RAW",20,0.35,0.197839831401475
"Amsterdam","RAW",20,0.37,0.193248532289628
"Amsterdam","RAW",20,0.39,0.187570177408489
"Amsterdam","RAW",20,0.41,0.181100534014395
"Amsterdam","RAW",20,0.43,0.177841864936314
"Amsterdam","RAW",20,0.45,0.174346201743462
"Amsterdam","RAW",20,0.47,0.167162057379168
"Amsterdam","RAW",20,0.49,0.16310770883696
"Amsterdam","RAW",25,0.01,0.0703463203463203
"Amsterdam","RAW",25,0.03,0.0335051546391753
"Amsterdam","RAW",25,0.05,0.0338345864661654
"Amsterdam","RAW",25,0.07,0.0330261136712749
"Amsterdam","RAW",25,0.09,0.032182103610675
"Amsterdam","RAW",25,0.11,0.0313001605136437
"Amsterdam","RAW",25,0.13,0.0357142857142858
"Amsterdam","RAW",25,0.15,0.0357142857142858
"Amsterdam","RAW",25,0.17,0.0357142857142856
"Amsterdam","RAW",25,0.19,0.0357142857142857
"Amsterdam","RAW",25,0.21,0.0357142857142857
"Amsterdam","RAW",25,0.23,0.0357142857142857
"Amsterdam","RAW",25,0.25,0.0357142857142857
"Amsterdam","RAW",25,0.27,0.0357142857142857
"Amsterdam","RAW",25,0.29,0.0357142857142858
"Amsterdam","RAW",25,0.31,0.0357142857142858
"Amsterdam","RAW",25,0.33,0.0357142857142858
"Amsterdam","RAW",25,0.35,0.0357142857142856
"Amsterdam","RAW",25,0.37,0.0357142857142857
"Amsterdam","RAW",25,0.39,0.0357142857142857
"Amsterdam","RAW",25,0.41,0.0357142857142857
"Amsterdam","RAW",25,0.43,0.0357142857142857
"Amsterdam","RAW",25,0.45,0.0357142857142858
"Amsterdam","RAW",25,0.47,0.0357142857142858
"Amsterdam","RAW",25,0.49,0.0357142857142858
"Rotterdam","EMOS",20,0.01,0.475617283950617
"Rotterdam","EMOS",20,0.03,0.631687242798354
"Rotterdam","EMOS",20,0.05,0.677469135802469
"Rotterdam","EMOS",20,0.07,0.706922398589065
"Rotterdam","EMOS",20,0.09,0.722462277091907
"Rotterdam","EMOS",20,0.11,0.741329966329966
"Rotterdam","EMOS",20,0.13,0.757193732193732
"Rotterdam","EMOS",20,0.15,0.773251028806584
"Rotterdam","EMOS",20,0.17,0.780821398802758
"Rotterdam","EMOS",20,0.19,0.772206693066232
"Rotterdam","EMOS",20,0.21,0.7496815540164
"Rotterdam","EMOS",20,0.23,0.721208037245773
"Rotterdam","EMOS",20,0.25,0.707023060796646
"Rotterdam","EMOS",20,0.27,0.688011544757474
"Rotterdam","EMOS",20,0.29,0.672911683940119
"Rotterdam","EMOS",20,0.31,0.66040014583903
"Rotterdam","EMOS",20,0.33,0.64641415563691
"Rotterdam","EMOS",20,0.35,0.632317368166425
"Rotterdam","EMOS",20,0.37,0.612658480583009
"Rotterdam","EMOS",20,0.39,0.589184452005361
"Rotterdam","EMOS",20,0.41,0.571847351028675
"Rotterdam","EMOS",20,0.43,0.551528191548053
"Rotterdam","EMOS",20,0.45,0.542738707833047
"Rotterdam","EMOS",20,0.47,0.523021241248368
"Rotterdam","EMOS",20,0.49,0.503853742754964
"Rotterdam","EMOS",25,0.01,0.465936414640662
"Rotterdam","EMOS",25,0.03,0.742986908896607
"Rotterdam","EMOS",25,0.05,0.690937870993273
"Rotterdam","EMOS",25,0.07,0.624626081332363
"Rotterdam","EMOS",25,0.09,0.602743121540114
"Rotterdam","EMOS",25,0.11,0.560615020697812
"Rotterdam","EMOS",25,0.13,0.533575317604356
"Rotterdam","EMOS",25,0.15,0.500663423264042
"Rotterdam","EMOS",25,0.17,0.451127819548872
"Rotterdam","EMOS",25,0.19,0.426714935486865
"Rotterdam","EMOS",25,0.21,0.386789759208147
"Rotterdam","EMOS",25,0.23,0.375549262767308
"Rotterdam","EMOS",25,0.25,0.363408521303258
"Rotterdam","EMOS",25,0.27,0.369554022041405
"Rotterdam","EMOS",25,0.29,0.308270676691729
"Rotterdam","EMOS",25,0.31,0.24245396098943
"Rotterdam","EMOS",25,0.33,0.217484008528785
"Rotterdam","EMOS",25,0.35,0.215153267784847
"Rotterdam","EMOS",25,0.37,0.223654374030314
"Rotterdam","EMOS",25,0.39,0.228152348083323
"Rotterdam","EMOS",25,0.41,0.223142602268383
"Rotterdam","EMOS",25,0.43,0.207624323967814
"Rotterdam","EMOS",25,0.45,0.217361585782638
"Rotterdam","EMOS",25,0.47,0.215917151368989
"Rotterdam","EMOS",25,0.49,0.245908889871738
"Rotterdam","QR",20,0.01,0.336111111111111
"Rotterdam","QR",20,0.03,0.641255144032922
"Rotterdam","QR",20,0.05,0.682407407407407
"Rotterdam","QR",20,0.07,0.72173721340388
"Rotterdam","QR",20,0.09,0.7269890260631
"Rotterdam","QR",20,0.11,0.752413019079686
"Rotterdam","QR",20,0.13,0.771509971509971
"Rotterdam","QR",20,0.15,0.783641975308642
"Rotterdam","QR",20,0.17,0.788266272637721
"Rotterdam","QR",20,0.19,0.767023837254445
"Rotterdam","QR",20,0.21,0.738993710691824
"Rotterdam","QR",20,0.23,0.707057093849547
"Rotterdam","QR",20,0.25,0.691823899371069
"Rotterdam","QR",20,0.27,0.678232962867235
"Rotterdam","QR",20,0.29,0.663056958100806
"Rotterdam","QR",20,0.31,0.647593656002188
"Rotterdam","QR",20,0.33,0.626912606777434
"Rotterdam","QR",20,0.35,0.61066763425254
"Rotterdam","QR",20,0.37,0.601951682140361
"Rotterdam","QR",20,0.39,0.58598824621095
"Rotterdam","QR",20,0.41,0.560654514444089
"Rotterdam","QR",20,0.43,0.543197616683218
"Rotterdam","QR",20,0.45,0.519725557461407
"Rotterdam","QR",20,0.47,0.49685534591195
"Rotterdam","QR",20,0.49,0.48094709581946
"Rotterdam","QR",25,0.01,0.480096179535132
"Rotterdam","QR",25,0.03,0.691602101700953
"Rotterdam","QR",25,0.05,0.667194301543332
"Rotterdam","QR",25,0.07,0.616217964265502
"Rotterdam","QR",25,0.09,0.555977856729736
"Rotterdam","QR",25,0.11,0.511531638083974
"Rotterdam","QR",25,0.13,0.463572724915738
"Rotterdam","QR",25,0.15,0.437859354268023
"Rotterdam","QR",25,0.17,0.403659751789111
"Rotterdam","QR",25,0.19,0.390791794300566
"Rotterdam","QR",25,0.21,0.375654325687637
"Rotterdam","QR",25,0.23,0.343130553656869
"Rotterdam","QR",25,0.25,0.31578947368421
"Rotterdam","QR",25,0.27,0.297455968688845
"Rotterdam","QR",25,0.29,0.285396590066716
"Rotterdam","QR",25,0.31,0.265773128473357
"Rotterdam","QR",25,0.33,0.251486926270901
"Rotterdam","QR",25,0.35,0.263157894736842
"Rotterdam","QR",25,0.37,0.245375343119704
"Rotterdam","QR",25,0.39,0.232712929865648
"Rotterdam","QR",25,0.41,0.239199694150631
"Rotterdam","QR",25,0.43,0.248779844347711
"Rotterdam","QR",25,0.45,0.246753246753247
"Rotterdam","QR",25,0.47,0.221024258760108
"Rotterdam","QR",25,0.49,0.226006191950464
"Rotterdam","RF",20,0.01,0.640432098765432
"Rotterdam","RF",20,0.03,0.71141975308642
"Rotterdam","RF",20,0.05,0.725308641975309
"Rotterdam","RF",20,0.07,0.739770723104056
"Rotterdam","RF",20,0.09,0.757818930041152
"Rotterdam","RF",20,0.11,0.774803591470258
"Rotterdam","RF",20,0.13,0.800997150997151
"Rotterdam","RF",20,0.15,0.81224279835391
"Rotterdam","RF",20,0.17,0.813196180950216
"Rotterdam","RF",20,0.19,0.795073375262055
"Rotterdam","RF",20,0.21,0.780312077063928
"Rotterdam","RF",20,0.23,0.762108960222168
"Rotterdam","RF",20,0.25,0.739517819706499
"Rotterdam","RF",20,0.27,0.723313517704833
"Rotterdam","RF",20,0.29,0.704734697493135
"Rotterdam","RF",20,0.31,0.693510163157415
"Rotterdam","RF",20,0.33,0.677907631653055
"Rotterdam","RF",20,0.35,0.669811320754717
"Rotterdam","RF",20,0.37,0.660202655485674
"Rotterdam","RF",20,0.39,0.644782967316218
"Rotterdam","RF",20,0.41,0.63548662189532
"Rotterdam","RF",20,0.43,0.62509654639744
