"city","season","method","n","mean_crps","median_crps","sd_crps","crps_improvement_pct"
"Amsterdam","autumn","EMOS",1056,0.858467476430045,0.561001603794645,0.894056040547285,38.8334520084213
"Amsterdam","autumn","QR",1056,0.890663820546461,0.561974800901104,0.946876090820876,36.5394347257402
"Amsterdam","autumn","RAW",1056,1.40349178532723,1.02945738088393,1.31753798393431,0
"Amsterdam","autumn","RAW",1056,1.40349178532723,1.02945738088393,1.31753798393431,0
"Amsterdam","autumn","RF",1056,0.856516349645181,0.617997573292788,0.762906407551434,38.9724714743891
"Amsterdam","spring","EMOS",1033,0.862596650447673,0.552057546723694,0.90210889620581,52.1141327386829
"Amsterdam","spring","QR",1033,0.887305855457998,0.553166520849511,0.939643982933308,50.7424351896106
"Amsterdam","spring","RAW",1063,1.80135956552779,1.47323962884399,1.40418602751568,0
"Amsterdam","spring","RAW",1063,1.80135956552779,1.47323962884399,1.40418602751568,0
"Amsterdam","spring","RF",1033,0.841443603476428,0.570302221546883,0.814807248381857,53.28841506277
"Amsterdam","summer","EMOS",972,0.883982521914215,0.565654341754628,0.961082571708068,55.6687089575087
"Amsterdam","summer","QR",972,0.903012928916465,0.560238507035573,0.996202268394032,54.7143433557466
"Amsterdam","summer","RAW",972,1.9940373968963,1.70835336969992,1.54158297792003,0
"Amsterdam","summer","RAW",972,1.9940373968963,1.70835336969992,1.54158297792003,0
"Amsterdam","summer","RF",972,0.859639023877173,0.607846682852053,0.799250840523541,56.889523475578
"Amsterdam","winter","EMOS",815,0.814476129559428,0.51943995005725,0.951232532734125,38.184106219459
"Amsterdam","winter","QR",815,0.843605941633717,0.550140614911388,0.959662573203442,35.9732552151386
"Amsterdam","winter","RAW",815,1.31758368236328,1.00427654370953,1.31977128418061,0
"Amsterdam","winter","RAW",815,1.31758368236328,1.00427654370953,1.31977128418061,0
"Amsterdam","winter","RF",815,0.922236813245947,0.654601274183298,0.911271906389618,30.0054466679659
"Rotterdam","autumn","EMOS",1056,1.12420116576347,0.713452087369231,1.11827780234492,57.6580705603541
"Rotterdam","autumn","QR",1056,1.18025201717312,0.746471771797286,1.23487073454718,55.5469704586142
"Rotterdam","autumn","RAW",1056,2.6550541759461,2.14812311330678,2.08985923318513,0
"Rotterdam","autumn","RAW",1056,2.6550541759461,2.14812311330678,2.08985923318513,0
"Rotterdam","autumn","RF",1056,1.07907322584625,0.740994960473881,0.956138035696156,59.3577699610691
"Rotterdam","spring","EMOS",1033,1.23138460007374,0.882784212994669,1.15271665098894,63.3889149944168
"Rotterdam","spring","QR",1033,1.27063931407707,0.897077970628006,1.21748896928433,62.2218079255451
"Rotterdam","spring","RAW",1063,3.36342012230981,2.95655730308029,2.20991849129655,0
"Rotterdam","spring","RAW",1063,3.36342012230981,2.95655730308029,2.20991849129655,0
"Rotterdam","spring","RF",1033,1.14884608102693,0.789910064533137,1.00938469768457,65.8429206209907
"Rotterdam","summer","EMOS",972,1.40821368138011,1.01638118020196,1.24158607749338,62.1237420893846
"Rotterdam","summer","QR",972,1.4325481578819,0.989217382119619,1.32142716229815,61.4692257185463
"Rotterdam","summer","RAW",972,3.7179324438633,3.40577631391467,2.55660763017226,0
"Rotterdam","summer","RAW",972,3.7179324438633,3.40577631391467,2.55660763017226,0
"Rotterdam","summer","RF",972,1.26039101849494,0.908800142681627,1.05099753151109,66.09967939102
"Rotterdam","winter","EMOS",815,0.940064044112263,0.628991097708829,0.944266810633347,50.4398674170981
"Rotterdam","winter","QR",815,0.961741299981702,0.624259198243901,0.995714212250732,49.2970434981837
"Rotterdam","winter","RAW",815,1.89681503079066,1.53346143782284,1.5996779375906,0
"Rotterdam","winter","RAW",815,1.89681503079066,1.53346143782284,1.5996779375906,0
"Rotterdam","winter","RF",815,0.95633323290341,0.665746381242824,0.829543098856392,49.5821565424449
